"","X","DistCode","DistName","SchCode","Year","Takeover","SchName","SchType","Neighborhood","Charter","GroupType","GroupName","TestSubject","Level_1_Count","Level_2_Count","Level_3_Count","Level_4_Count","Total_Count","Level_1_Percentage","Level_2_Percentage","Level_3_Percentage","Level_4_Percentage"
"1452",1452,28,"Providence",28181,2018,"Pre Takeover","Anthony Carnevale Elementary School","Elementary School","Hartford","No","migrant","No","ELA",65,156,32,1,254,25.5905511811024,61.4173228346457,12.5984251968504,0.393700787401575
"1453",1453,28,"Providence",28181,2018,"Pre Takeover","Anthony Carnevale Elementary School","Elementary School","Hartford","No","military","No","ELA",65,156,32,1,254,25.5905511811024,61.4173228346457,12.5984251968504,0.393700787401575
"1454",1454,28,"Providence",28181,2018,"Pre Takeover","Anthony Carnevale Elementary School","Elementary School","Hartford","No","Race7","AS7","ELA",3,7,3,0,13,23.0769230769231,53.8461538461538,23.0769230769231,0
"1455",1455,28,"Providence",28181,2018,"Pre Takeover","Anthony Carnevale Elementary School","Elementary School","Hartford","No","Race7","BL7","ELA",8,18,2,0,28,28.5714285714286,64.2857142857143,7.14285714285714,0
"1456",1456,28,"Providence",28181,2018,"Pre Takeover","Anthony Carnevale Elementary School","Elementary School","Hartford","No","Race7","HI7","ELA",44,106,19,1,170,25.8823529411765,62.3529411764706,11.1764705882353,0.588235294117647
"1457",1457,28,"Providence",28181,2018,"Pre Takeover","Anthony Carnevale Elementary School","Elementary School","Hartford","No","Race7","MU7","ELA",5,8,2,0,15,33.3333333333333,53.3333333333333,13.3333333333333,0
"1458",1458,28,"Providence",28181,2018,"Pre Takeover","Anthony Carnevale Elementary School","Elementary School","Hartford","No","Race7","PI7","ELA",0,0,0,0,0,0,0,0,0
"1459",1459,28,"Providence",28181,2018,"Pre Takeover","Anthony Carnevale Elementary School","Elementary School","Hartford","No","Race7","WH7","ELA",5,16,6,0,27,18.5185185185185,59.2592592592593,22.2222222222222,0
"1460",1460,28,"Providence",28181,2018,"Pre Takeover","Anthony Carnevale Elementary School","Elementary School","Hartford","No","sex","Female","ELA",21,71,16,0,108,19.4444444444444,65.7407407407407,14.8148148148148,0
"1461",1461,28,"Providence",28181,2018,"Pre Takeover","Anthony Carnevale Elementary School","Elementary School","Hartford","No","sex","Male","ELA",44,85,16,1,146,30.1369863013699,58.2191780821918,10.958904109589,0.684931506849315
"1462",1462,28,"Providence",28181,2018,"Pre Takeover","Anthony Carnevale Elementary School","Elementary School","Hartford","No","All Students","All","Math",96,126,33,0,255,37.6470588235294,49.4117647058824,12.9411764705882,0
"1463",1463,28,"Providence",28181,2018,"Pre Takeover","Anthony Carnevale Elementary School","Elementary School","Hartford","No","foster","No","Math",96,126,33,0,255,37.6470588235294,49.4117647058824,12.9411764705882,0
"1464",1464,28,"Providence",28181,2018,"Pre Takeover","Anthony Carnevale Elementary School","Elementary School","Hartford","No","Grade","3","Math",32,32,11,0,75,42.6666666666667,42.6666666666667,14.6666666666667,0
"1465",1465,28,"Providence",28181,2018,"Pre Takeover","Anthony Carnevale Elementary School","Elementary School","Hartford","No","Grade","4","Math",37,53,12,0,102,36.2745098039216,51.9607843137255,11.7647058823529,0
"1466",1466,28,"Providence",28181,2018,"Pre Takeover","Anthony Carnevale Elementary School","Elementary School","Hartford","No","Grade","5","Math",27,41,10,0,78,34.6153846153846,52.5641025641026,12.8205128205128,0
"1467",1467,28,"Providence",28181,2018,"Pre Takeover","Anthony Carnevale Elementary School","Elementary School","Hartford","No","homeless","No","Math",92,124,33,0,249,36.9477911646586,49.7991967871486,13.2530120481928,0
"1468",1468,28,"Providence",28181,2018,"Pre Takeover","Anthony Carnevale Elementary School","Elementary School","Hartford","No","homeless","Yes","Math",0,0,0,0,0,0,0,0,0
"1469",1469,28,"Providence",28181,2018,"Pre Takeover","Anthony Carnevale Elementary School","Elementary School","Hartford","No","iepdata","NOT SWD","Math",52,116,28,0,196,26.530612244898,59.1836734693878,14.2857142857143,0
"1470",1470,28,"Providence",28181,2018,"Pre Takeover","Anthony Carnevale Elementary School","Elementary School","Hartford","No","iepdata","SWD","Math",44,10,5,0,59,74.5762711864407,16.9491525423729,8.47457627118644,0
"1471",1471,28,"Providence",28181,2018,"Pre Takeover","Anthony Carnevale Elementary School","Elementary School","Hartford","No","lep","ELL","Math",31,27,3,0,61,50.8196721311475,44.2622950819672,4.91803278688525,0
"1472",1472,28,"Providence",28181,2018,"Pre Takeover","Anthony Carnevale Elementary School","Elementary School","Hartford","No","lep","Not ELL","Math",65,99,30,0,194,33.5051546391753,51.0309278350515,15.4639175257732,0
"1473",1473,28,"Providence",28181,2018,"Pre Takeover","Anthony Carnevale Elementary School","Elementary School","Hartford","No","lunchdata","No","Math",10,17,5,0,32,31.25,53.125,15.625,0
"1474",1474,28,"Providence",28181,2018,"Pre Takeover","Anthony Carnevale Elementary School","Elementary School","Hartford","No","lunchdata","Yes","Math",86,109,28,0,223,38.5650224215247,48.8789237668161,12.5560538116592,0
"1475",1475,28,"Providence",28181,2018,"Pre Takeover","Anthony Carnevale Elementary School","Elementary School","Hartford","No","migrant","No","Math",96,126,33,0,255,37.6470588235294,49.4117647058824,12.9411764705882,0
"1476",1476,28,"Providence",28181,2018,"Pre Takeover","Anthony Carnevale Elementary School","Elementary School","Hartford","No","military","No","Math",96,126,33,0,255,37.6470588235294,49.4117647058824,12.9411764705882,0
"1477",1477,28,"Providence",28181,2018,"Pre Takeover","Anthony Carnevale Elementary School","Elementary School","Hartford","No","Race7","AS7","Math",4,8,1,0,13,30.7692307692308,61.5384615384615,7.69230769230769,0
"1478",1478,28,"Providence",28181,2018,"Pre Takeover","Anthony Carnevale Elementary School","Elementary School","Hartford","No","Race7","BL7","Math",10,15,3,0,28,35.7142857142857,53.5714285714286,10.7142857142857,0
"1479",1479,28,"Providence",28181,2018,"Pre Takeover","Anthony Carnevale Elementary School","Elementary School","Hartford","No","Race7","HI7","Math",68,80,23,0,171,39.766081871345,46.7836257309941,13.4502923976608,0
"1480",1480,28,"Providence",28181,2018,"Pre Takeover","Anthony Carnevale Elementary School","Elementary School","Hartford","No","Race7","MU7","Math",6,7,2,0,15,40,46.6666666666667,13.3333333333333,0
"1481",1481,28,"Providence",28181,2018,"Pre Takeover","Anthony Carnevale Elementary School","Elementary School","Hartford","No","Race7","PI7","Math",0,0,0,0,0,0,0,0,0
"1482",1482,28,"Providence",28181,2018,"Pre Takeover","Anthony Carnevale Elementary School","Elementary School","Hartford","No","Race7","WH7","Math",8,15,4,0,27,29.6296296296296,55.5555555555556,14.8148148148148,0
"1483",1483,28,"Providence",28181,2018,"Pre Takeover","Anthony Carnevale Elementary School","Elementary School","Hartford","No","sex","Female","Math",34,60,15,0,109,31.1926605504587,55.045871559633,13.7614678899083,0
"1484",1484,28,"Providence",28181,2018,"Pre Takeover","Anthony Carnevale Elementary School","Elementary School","Hartford","No","sex","Male","Math",62,66,18,0,146,42.4657534246575,45.2054794520548,12.3287671232877,0
"1485",1485,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","All Students","All","ELA",554,289,25,2,870,63.6781609195402,33.2183908045977,2.8735632183908,0.229885057471264
"1486",1486,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","foster","No","ELA",554,289,25,2,870,63.6781609195402,33.2183908045977,2.8735632183908,0.229885057471264
"1487",1487,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","Grade","6","ELA",201,130,10,0,341,58.9442815249267,38.1231671554252,2.93255131964809,0
"1488",1488,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","Grade","7","ELA",168,63,4,0,235,71.4893617021277,26.8085106382979,1.70212765957447,0
"1489",1489,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","Grade","8","ELA",185,96,11,2,294,62.9251700680272,32.6530612244898,3.74149659863946,0.680272108843537
"1490",1490,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","homeless","No","ELA",548,287,24,2,861,63.6469221835075,33.3333333333333,2.78745644599303,0.232288037166086
"1491",1491,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","homeless","Yes","ELA",0,0,0,0,0,0,0,0,0
"1492",1492,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","iepdata","NOT SWD","ELA",417,277,22,0,716,58.2402234636871,38.6871508379888,3.07262569832402,0
"1493",1493,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","iepdata","SWD","ELA",137,12,3,2,154,88.961038961039,7.79220779220779,1.94805194805195,1.2987012987013
"1494",1494,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","lep","ELL","ELA",184,12,1,2,199,92.4623115577889,6.03015075376884,0.50251256281407,1.00502512562814
"1495",1495,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","lep","Not ELL","ELA",370,277,24,0,671,55.1415797317437,41.2816691505216,3.57675111773472,0
"1496",1496,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","lunchdata","No","ELA",57,35,5,0,97,58.7628865979381,36.0824742268041,5.15463917525773,0
"1497",1497,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","lunchdata","Yes","ELA",497,254,20,2,773,64.2949547218629,32.8589909443726,2.58732212160414,0.258732212160414
"1498",1498,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","migrant","No","ELA",554,289,25,2,870,63.6781609195402,33.2183908045977,2.8735632183908,0.229885057471264
"1499",1499,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","military","No","ELA",554,289,25,2,870,63.6781609195402,33.2183908045977,2.8735632183908,0.229885057471264
"1500",1500,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","Race7","AM7","ELA",10,0,0,0,10,100,0,0,0
"1501",1501,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","Race7","AS7","ELA",13,6,2,0,21,61.9047619047619,28.5714285714286,9.52380952380952,0
"1502",1502,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","Race7","BL7","ELA",55,35,0,1,91,60.4395604395604,38.4615384615385,0,1.0989010989011
"1503",1503,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","Race7","HI7","ELA",437,216,20,1,674,64.8367952522255,32.0474777448071,2.9673590504451,0.148367952522255
"1504",1504,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","Race7","MU7","ELA",16,12,2,0,30,53.3333333333333,40,6.66666666666667,0
"1505",1505,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","Race7","PI7","ELA",0,0,0,0,0,0,0,0,0
"1506",1506,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","Race7","WH7","ELA",21,18,1,0,40,52.5,45,2.5,0
"1507",1507,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","sex","Female","ELA",246,156,13,1,416,59.1346153846154,37.5,3.125,0.240384615384615
"1508",1508,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","sex","Male","ELA",308,133,12,1,454,67.84140969163,29.295154185022,2.6431718061674,0.220264317180617
"1509",1509,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","All Students","All","Math",502,366,26,0,894,56.1521252796421,40.9395973154362,2.9082774049217,0
"1510",1510,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","foster","No","Math",502,366,26,0,894,56.1521252796421,40.9395973154362,2.9082774049217,0
"1511",1511,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","Grade","6","Math",188,155,11,0,354,53.1073446327684,43.7853107344633,3.10734463276836,0
"1512",1512,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","Grade","7","Math",145,87,5,0,237,61.1814345991561,36.7088607594937,2.10970464135021,0
"1513",1513,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","Grade","8","Math",169,124,10,0,303,55.7755775577558,40.9240924092409,3.3003300330033,0
"1514",1514,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","homeless","No","Math",494,364,26,0,884,55.8823529411765,41.1764705882353,2.94117647058824,0
"1515",1515,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","homeless","Yes","Math",8,2,0,0,10,80,20,0,0
"1516",1516,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","iepdata","NOT SWD","Math",368,345,23,0,736,50,46.875,3.125,0
"1517",1517,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","iepdata","SWD","Math",134,21,3,0,158,84.8101265822785,13.2911392405063,1.89873417721519,0
"1518",1518,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","lep","ELL","Math",180,35,3,0,218,82.5688073394495,16.0550458715596,1.37614678899083,0
"1519",1519,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","lep","Not ELL","Math",322,331,23,0,676,47.6331360946746,48.9644970414201,3.40236686390533,0
"1520",1520,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","lunchdata","No","Math",52,45,5,0,102,50.9803921568627,44.1176470588235,4.90196078431373,0
"1521",1521,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","lunchdata","Yes","Math",450,321,21,0,792,56.8181818181818,40.530303030303,2.65151515151515,0
"1522",1522,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","migrant","No","Math",502,366,26,0,894,56.1521252796421,40.9395973154362,2.9082774049217,0
"1523",1523,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","military","No","Math",502,366,26,0,894,56.1521252796421,40.9395973154362,2.9082774049217,0
"1524",1524,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","Race7","AM7","Math",9,1,0,0,10,90,10,0,0
"1525",1525,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","Race7","AS7","Math",6,10,5,0,21,28.5714285714286,47.6190476190476,23.8095238095238,0
"1526",1526,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","Race7","BL7","Math",54,37,1,0,92,58.695652173913,40.2173913043478,1.08695652173913,0
"1527",1527,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","Race7","HI7","Math",397,281,18,0,696,57.0402298850575,40.3735632183908,2.58620689655172,0
"1528",1528,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","Race7","MU7","Math",15,15,1,0,31,48.3870967741936,48.3870967741936,3.2258064516129,0
"1529",1529,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","Race7","PI7","Math",0,0,0,0,0,0,0,0,0
"1530",1530,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","Race7","WH7","Math",20,19,1,0,40,50,47.5,2.5,0
"1531",1531,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","sex","Female","Math",229,182,13,0,424,54.0094339622642,42.9245283018868,3.06603773584906,0
"1532",1532,28,"Providence",28182,2018,"Pre Takeover","Governor Christopher DelSesto Middle School","Middle School","Hartford","No","sex","Male","Math",273,184,13,0,470,58.0851063829787,39.1489361702128,2.76595744680851,0
"1533",1533,28,"Providence",28187,2018,"Pre Takeover","E-Cubed Academy","High School","Wanskuck","No","All Students","All","ELA",34,29,13,1,77,44.1558441558442,37.6623376623377,16.8831168831169,1.2987012987013
"1534",1534,28,"Providence",28187,2018,"Pre Takeover","E-Cubed Academy","High School","Wanskuck","No","foster","No","ELA",34,29,13,1,77,44.1558441558442,37.6623376623377,16.8831168831169,1.2987012987013
"1535",1535,28,"Providence",28187,2018,"Pre Takeover","E-Cubed Academy","High School","Wanskuck","No","Grade","11","ELA",34,29,13,1,77,44.1558441558442,37.6623376623377,16.8831168831169,1.2987012987013
"1536",1536,28,"Providence",28187,2018,"Pre Takeover","E-Cubed Academy","High School","Wanskuck","No","homeless","No","ELA",34,29,13,1,77,44.1558441558442,37.6623376623377,16.8831168831169,1.2987012987013
"1537",1537,28,"Providence",28187,2018,"Pre Takeover","E-Cubed Academy","High School","Wanskuck","No","iepdata","NOT SWD","ELA",25,28,12,1,66,37.8787878787879,42.4242424242424,18.1818181818182,1.51515151515152
"1538",1538,28,"Providence",28187,2018,"Pre Takeover","E-Cubed Academy","High School","Wanskuck","No","iepdata","SWD","ELA",9,1,1,0,11,81.8181818181818,9.09090909090909,9.09090909090909,0
"1539",1539,28,"Providence",28187,2018,"Pre Takeover","E-Cubed Academy","High School","Wanskuck","No","lep","ELL","ELA",9,4,3,0,16,56.25,25,18.75,0
"1540",1540,28,"Providence",28187,2018,"Pre Takeover","E-Cubed Academy","High School","Wanskuck","No","lep","Not ELL","ELA",25,25,10,1,61,40.9836065573771,40.9836065573771,16.3934426229508,1.63934426229508
"1541",1541,28,"Providence",28187,2018,"Pre Takeover","E-Cubed Academy","High School","Wanskuck","No","lunchdata","No","ELA",3,7,0,0,10,30,70,0,0
"1542",1542,28,"Providence",28187,2018,"Pre Takeover","E-Cubed Academy","High School","Wanskuck","No","lunchdata","Yes","ELA",31,22,13,1,67,46.2686567164179,32.8358208955224,19.4029850746269,1.49253731343284
"1543",1543,28,"Providence",28187,2018,"Pre Takeover","E-Cubed Academy","High School","Wanskuck","No","migrant","No","ELA",34,29,13,1,77,44.1558441558442,37.6623376623377,16.8831168831169,1.2987012987013
"1544",1544,28,"Providence",28187,2018,"Pre Takeover","E-Cubed Academy","High School","Wanskuck","No","military","No","ELA",34,29,13,1,77,44.1558441558442,37.6623376623377,16.8831168831169,1.2987012987013
"1545",1545,28,"Providence",28187,2018,"Pre Takeover","E-Cubed Academy","High School","Wanskuck","No","Race7","AS7","ELA",0,0,0,0,0,0,0,0,0
"1546",1546,28,"Providence",28187,2018,"Pre Takeover","E-Cubed Academy","High School","Wanskuck","No","Race7","BL7","ELA",9,12,3,0,24,37.5,50,12.5,0
"1547",1547,28,"Providence",28187,2018,"Pre Takeover","E-Cubed Academy","High School","Wanskuck","No","Race7","HI7","ELA",22,14,7,1,44,50,31.8181818181818,15.9090909090909,2.27272727272727
"1548",1548,28,"Providence",28187,2018,"Pre Takeover","E-Cubed Academy","High School","Wanskuck","No","Race7","MU7","ELA",0,0,0,0,0,0,0,0,0
"1549",1549,28,"Providence",28187,2018,"Pre Takeover","E-Cubed Academy","High School","Wanskuck","No","Race7","WH7","ELA",0,0,0,0,0,0,0,0,0
"1550",1550,28,"Providence",28187,2018,"Pre Takeover","E-Cubed Academy","High School","Wanskuck","No","sex","Female","ELA",13,16,8,1,38,34.2105263157895,42.1052631578947,21.0526315789474,2.63157894736842
"1551",1551,28,"Providence",28187,2018,"Pre Takeover","E-Cubed Academy","High School","Wanskuck","No","sex","Male","ELA",21,13,5,0,39,53.8461538461538,33.3333333333333,12.8205128205128,0
"1552",1552,28,"Providence",28187,2018,"Pre Takeover","E-Cubed Academy","High School","Wanskuck","No","All Students","All","Math",45,27,5,0,77,58.4415584415584,35.0649350649351,6.49350649350649,0
"1553",1553,28,"Providence",28187,2018,"Pre Takeover","E-Cubed Academy","High School","Wanskuck","No","foster","No","Math",45,27,5,0,77,58.4415584415584,35.0649350649351,6.49350649350649,0
"1554",1554,28,"Providence",28187,2018,"Pre Takeover","E-Cubed Academy","High School","Wanskuck","No","Grade","11","Math",45,27,5,0,77,58.4415584415584,35.0649350649351,6.49350649350649,0
"1555",1555,28,"Providence",28187,2018,"Pre Takeover","E-Cubed Academy","High School","Wanskuck","No","homeless","No","Math",45,27,5,0,77,58.4415584415584,35.0649350649351,6.49350649350649,0
"1556",1556,28,"Providence",28187,2018,"Pre Takeover","E-Cubed Academy","High School","Wanskuck","No","iepdata","NOT SWD","Math",35,26,5,0,66,53.030303030303,39.3939393939394,7.57575757575758,0
"1557",1557,28,"Providence",28187,2018,"Pre Takeover","E-Cubed Academy","High School","Wanskuck","No","iepdata","SWD","Math",10,1,0,0,11,90.9090909090909,9.09090909090909,0,0
"1558",1558,28,"Providence",28187,2018,"Pre Takeover","E-Cubed Academy","High School","Wanskuck","No","lep","ELL","Math",13,3,0,0,16,81.25,18.75,0,0
"1559",1559,28,"Providence",28187,2018,"Pre Takeover","E-Cubed Academy","High School","Wanskuck","No","lep","Not ELL","Math",32,24,5,0,61,52.4590163934426,39.344262295082,8.19672131147541,0
"1560",1560,28,"Providence",28187,2018,"Pre Takeover","E-Cubed Academy","High School","Wanskuck","No","lunchdata","No","Math",6,3,1,0,10,60,30,10,0
"1561",1561,28,"Providence",28187,2018,"Pre Takeover","E-Cubed Academy","High School","Wanskuck","No","lunchdata","Yes","Math",39,24,4,0,67,58.2089552238806,35.8208955223881,5.97014925373134,0
"1562",1562,28,"Providence",28187,2018,"Pre Takeover","E-Cubed Academy","High School","Wanskuck","No","migrant","No","Math",45,27,5,0,77,58.4415584415584,35.0649350649351,6.49350649350649,0
"1563",1563,28,"Providence",28187,2018,"Pre Takeover","E-Cubed Academy","High School","Wanskuck","No","military","No","Math",45,27,5,0,77,58.4415584415584,35.0649350649351,6.49350649350649,0
"1564",1564,28,"Providence",28187,2018,"Pre Takeover","E-Cubed Academy","High School","Wanskuck","No","Race7","AS7","Math",0,0,0,0,0,0,0,0,0
"1565",1565,28,"Providence",28187,2018,"Pre Takeover","E-Cubed Academy","High School","Wanskuck","No","Race7","BL7","Math",15,8,1,0,24,62.5,33.3333333333333,4.16666666666667,0
"1566",1566,28,"Providence",28187,2018,"Pre Takeover","E-Cubed Academy","High School","Wanskuck","No","Race7","HI7","Math",27,15,2,0,44,61.3636363636364,34.0909090909091,4.54545454545455,0
"1567",1567,28,"Providence",28187,2018,"Pre Takeover","E-Cubed Academy","High School","Wanskuck","No","Race7","MU7","Math",0,0,0,0,0,0,0,0,0
"1568",1568,28,"Providence",28187,2018,"Pre Takeover","E-Cubed Academy","High School","Wanskuck","No","Race7","WH7","Math",0,0,0,0,0,0,0,0,0
"1569",1569,28,"Providence",28187,2018,"Pre Takeover","E-Cubed Academy","High School","Wanskuck","No","sex","Female","Math",20,16,2,0,38,52.6315789473684,42.1052631578947,5.26315789473684,0
"1570",1570,28,"Providence",28187,2018,"Pre Takeover","E-Cubed Academy","High School","Wanskuck","No","sex","Male","Math",25,11,3,0,39,64.1025641025641,28.2051282051282,7.69230769230769,0
"1571",1571,28,"Providence",28189,2018,"Pre Takeover","William B. Cooley, Sr. High School and the Providence Academy of International Studies High School","High School","Lower South Providence","No","All Students","All","ELA",75,34,16,1,126,59.5238095238095,26.984126984127,12.6984126984127,0.793650793650794
"1572",1572,28,"Providence",28189,2018,"Pre Takeover","William B. Cooley, Sr. High School and the Providence Academy of International Studies High School","High School","Lower South Providence","No","foster","No","ELA",75,34,16,1,126,59.5238095238095,26.984126984127,12.6984126984127,0.793650793650794
"1573",1573,28,"Providence",28189,2018,"Pre Takeover","William B. Cooley, Sr. High School and the Providence Academy of International Studies High School","High School","Lower South Providence","No","Grade","11","ELA",75,34,16,1,126,59.5238095238095,26.984126984127,12.6984126984127,0.793650793650794
"1574",1574,28,"Providence",28189,2018,"Pre Takeover","William B. Cooley, Sr. High School and the Providence Academy of International Studies High School","High School","Lower South Providence","No","homeless","No","ELA",75,34,16,1,126,59.5238095238095,26.984126984127,12.6984126984127,0.793650793650794
"1575",1575,28,"Providence",28189,2018,"Pre Takeover","William B. Cooley, Sr. High School and the Providence Academy of International Studies High School","High School","Lower South Providence","No","iepdata","NOT SWD","ELA",61,24,14,1,100,61,24,14,1
"1576",1576,28,"Providence",28189,2018,"Pre Takeover","William B. Cooley, Sr. High School and the Providence Academy of International Studies High School","High School","Lower South Providence","No","iepdata","SWD","ELA",14,10,2,0,26,53.8461538461538,38.4615384615385,7.69230769230769,0
"1577",1577,28,"Providence",28189,2018,"Pre Takeover","William B. Cooley, Sr. High School and the Providence Academy of International Studies High School","High School","Lower South Providence","No","lep","ELL","ELA",33,7,1,0,41,80.4878048780488,17.0731707317073,2.4390243902439,0
"1578",1578,28,"Providence",28189,2018,"Pre Takeover","William B. Cooley, Sr. High School and the Providence Academy of International Studies High School","High School","Lower South Providence","No","lep","Not ELL","ELA",42,27,15,1,85,49.4117647058824,31.7647058823529,17.6470588235294,1.17647058823529
"1579",1579,28,"Providence",28189,2018,"Pre Takeover","William B. Cooley, Sr. High School and the Providence Academy of International Studies High School","High School","Lower South Providence","No","lunchdata","No","ELA",5,1,3,1,10,50,10,30,10
"1580",1580,28,"Providence",28189,2018,"Pre Takeover","William B. Cooley, Sr. High School and the Providence Academy of International Studies High School","High School","Lower South Providence","No","lunchdata","Yes","ELA",70,33,13,0,116,60.3448275862069,28.448275862069,11.2068965517241,0
"1581",1581,28,"Providence",28189,2018,"Pre Takeover","William B. Cooley, Sr. High School and the Providence Academy of International Studies High School","High School","Lower South Providence","No","migrant","No","ELA",75,34,16,1,126,59.5238095238095,26.984126984127,12.6984126984127,0.793650793650794
"1582",1582,28,"Providence",28189,2018,"Pre Takeover","William B. Cooley, Sr. High School and the Providence Academy of International Studies High School","High School","Lower South Providence","No","military","No","ELA",75,34,16,1,126,59.5238095238095,26.984126984127,12.6984126984127,0.793650793650794
"1583",1583,28,"Providence",28189,2018,"Pre Takeover","William B. Cooley, Sr. High School and the Providence Academy of International Studies High School","High School","Lower South Providence","No","Race7","AM7","ELA",0,0,0,0,0,0,0,0,0
"1584",1584,28,"Providence",28189,2018,"Pre Takeover","William B. Cooley, Sr. High School and the Providence Academy of International Studies High School","High School","Lower South Providence","No","Race7","AS7","ELA",0,0,0,0,0,0,0,0,0
"1585",1585,28,"Providence",28189,2018,"Pre Takeover","William B. Cooley, Sr. High School and the Providence Academy of International Studies High School","High School","Lower South Providence","No","Race7","BL7","ELA",7,8,0,0,15,46.6666666666667,53.3333333333333,0,0
"1586",1586,28,"Providence",28189,2018,"Pre Takeover","William B. Cooley, Sr. High School and the Providence Academy of International Studies High School","High School","Lower South Providence","No","Race7","HI7","ELA",61,24,14,1,100,61,24,14,1
"1587",1587,28,"Providence",28189,2018,"Pre Takeover","William B. Cooley, Sr. High School and the Providence Academy of International Studies High School","High School","Lower South Providence","No","Race7","WH7","ELA",0,0,0,0,0,0,0,0,0
